Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Adult Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult Spasticity Adult Spasticity Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/safety,main_region_0,default,templateIds: tpl_32
Adult Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Established and well-characterized safety profile with 10+ years of clinical use in Adult ULS ADULT UPPER LIMB SPASTICIT…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/safety,columns,default,templateIds: tpl_32
Adult Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: ADULT LOWER LIMB SPASTICITY (STUDY 7) Adverse reactions reported by ≥ 2% of BOTOX® treated patients and more frequent th…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/safety,main_region_2,default,templateIds: tpl_32
Adult Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/safety,site_footer,default,templateIds: tpl_32
Cervical Dystonia - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/efficacy,header_chrome,default,templateIds: tpl_33
Cervical Dystonia - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Cervical Dystonia Cervical Dystonia Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/efficacy,main_region_0,default,templateIds: tpl_33
Cervical Dystonia - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: BOTOX® conducted the first pivotal study in Cervical Dystonia1-3 Week 2 was the first prespecified efficacy evaluation t…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/efficacy,columns,default,templateIds: tpl_33
Cervical Dystonia - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/efficacy,site_footer,default,templateIds: tpl_33
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,header_chrome,default,templateIds: tpl_34
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,main_region_0,default,templateIds: tpl_34
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: BOTOX® delivers significant, proven reductions in daily leakage episodes1 Mean reductions in daily leakage episodes at w…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,columns,default,templateIds: tpl_34
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: IN AN OTHER ENDPOINT, A PROPORTION OF PATIENTS WERE SEEN TO ACHIEVE AT LEAST: 50%, 75%, and up to 100% reduction in dail…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,main_region_2,default,templateIds: tpl_34
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,"Major content region in main (div). Preview: Daily Leakage Reduction Over 3 Years With BOTOX® in the Open-Label Extension7 In an open-label, 3-year extension trial: …",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,main_region_5,default,templateIds: tpl_34
Overactive Bladder - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/efficacy,site_footer,default,templateIds: tpl_34
Adult Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/resources,header_chrome,default,templateIds: tpl_35
Adult Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult Spasticity Adult Spasticity Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/resources,main_region_0,default,templateIds: tpl_35
Adult Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/resources,columns,default,templateIds: tpl_35
Adult Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/resources,site_footer,default,templateIds: tpl_35
15 Years of Patient Impact in Chronic Migraine,Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,header_chrome,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 0,Major content region in main (div). Preview: Chronic Migraine Chronic Migraine Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_0,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 1,Major content region in main (div). Preview: *Since FDA approval in October 2010.1…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_1,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 2,Major content region in main (div). Preview: BOTOX®: A foundational† preventive treatment that helped ignite the path for Chronic Migraine patient care †The first FD…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_2,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 3,Major content region in main (div). Preview: THERE IS ONLY ONE BOTOX® Proudly shaping Chronic Migraine care for 15 years and counting…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_3,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 4,"Major content region in main (div). Preview: OCTOBER 2010 BOTOX® becomes the first FDA-approved preventive for Chronic Migraine, establishing it as a foundational† t…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_4,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 5,Major content region in main (div). Preview: 2015 Introduced insights and considerations to help improve injector competence and confidence for optimal patient care…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_5,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 6,"Major content region in main (div). Preview: “It’s amazing how far we’ve come. If you look back to the beginning, there was nothing like it is now.” Dr Andrew Blumen…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_6,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 7,Major content region in main (div). Preview: 2016 The American Academy of Neurology guidelines give BOTOX® a Level A recommendation for efficacy in Chronic Migraine …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_7,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 8,"Major content region in main (div). Preview: 2018 The International Headache Society published the ICHD-3, adopting similar diagnostic criteria as used in the BOTOX®…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_8,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 9,Major content region in main (div). Preview: “BOTOX® is the only thing that has stayed throughout my whole journey.” Kaitlyn Chronic Migraine Patient…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_9,default,templateIds: tpl_36
15 Years of Patient Impact in Chronic Migraine,main region 10,"Major content region in main (div). Preview: 2021 Masterclass Series is launched, providing HCPs with expert-led training on Chronic Migraine patient identification,…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/since-2010,main_region_10,default,templateIds: tpl_36
